customerid,churn,customer_tenure,account_contract,account_charges_monthly,account_charges_total,internet_internetservice,internet_onlinesecurity,internet_techsupport,internet_deviceprotection,cuentas_diarias
4635-EJYPD,0,32,Two year,18.95,613.95,No,0,0,0,0.63
4636-JGAAI,0,34,Month-to-month,88.85,3000.25,Fiber optic,0,0,0,2.96
4636-OLWOE,0,54,One year,61.0,3283.05,DSL,0,1,1,2.03
4636-QRJKY,1,6,Month-to-month,80.5,502.85,Fiber optic,0,1,0,2.68
4636-TVXVG,0,62,One year,19.95,1244.8,No,0,0,0,0.66
4640-UHDOS,1,13,Month-to-month,55.95,734.35,DSL,0,0,0,1.86
4641-FROLU,0,30,Two year,19.3,602.9,No,0,0,0,0.64
4644-OBGFZ,0,55,One year,19.5,1026.35,No,0,0,0,0.65
4644-PIZRT,0,17,One year,70.35,1201.65,DSL,1,0,1,2.34
4646-QZXTF,0,7,Month-to-month,81.25,580.1,DSL,1,1,1,2.71
4647-MUZON,0,18,Month-to-month,95.95,1745.5,Fiber optic,0,0,1,3.2
4647-XXZAM,0,6,Month-to-month,45.5,285.2,DSL,0,0,0,1.52
4648-YPBTM,0,53,Two year,73.9,3958.25,DSL,0,1,1,2.46
4652-NNHNY,1,16,Month-to-month,73.85,1284.2,Fiber optic,0,0,0,2.46
4652-ODEVH,0,45,Two year,24.45,1088.25,No,0,0,0,0.82
4654-DLAMQ,0,64,One year,97.0,6430.9,Fiber optic,1,0,1,3.23
4654-GGUII,0,18,One year,40.2,711.95,DSL,1,1,0,1.34
4654-ULTTN,0,70,Two year,74.8,5315.8,DSL,1,1,1,2.49
4656-CAURT,0,69,Two year,23.95,1713.1,No,0,0,0,0.8
4657-FWVFY,0,40,Month-to-month,96.35,3915.4,Fiber optic,0,0,1,3.21
4658-HCOHW,1,21,Month-to-month,102.8,2110.15,Fiber optic,0,1,1,3.43
4659-NZRUF,1,19,Month-to-month,95.15,1789.25,Fiber optic,1,0,0,3.17
4660-IRIBM,0,18,Month-to-month,87.9,1500.5,Fiber optic,1,0,1,2.93
4661-NJEUX,0,1,Month-to-month,20.05,20.05,No,0,0,0,0.67
4662-EKDPQ,1,2,Month-to-month,62.05,118.3,DSL,0,0,0,2.07
4664-NJCMS,0,33,Two year,59.55,2016.3,DSL,1,1,1,1.98
4667-OHGKG,1,1,Month-to-month,19.3,19.3,No,0,0,0,0.64
4667-QONEA,0,60,One year,74.85,4456.35,DSL,1,1,1,2.49
4670-TABXH,0,72,Two year,109.75,7758.9,Fiber optic,0,1,1,3.66
4671-LXRDQ,1,2,Month-to-month,45.0,96.45,DSL,0,0,0,1.5
4671-VJLCL,0,63,Two year,79.85,4861.45,DSL,1,1,1,2.66
4672-FOTSD,0,12,Month-to-month,67.25,832.3,DSL,1,1,0,2.24
4673-KKSLS,0,31,Month-to-month,87.6,2724.25,Fiber optic,1,1,1,2.92
4674-HGNUA,0,71,Two year,89.9,6457.15,DSL,1,1,1,3.0
4676-MQUEA,0,50,One year,101.9,5265.5,Fiber optic,1,0,1,3.4
4676-WLUHT,0,54,Two year,46.2,2431.95,DSL,1,0,0,1.54
4678-DVQEO,1,1,Month-to-month,52.2,52.2,DSL,0,1,0,1.74
4680-KUTAJ,0,11,Month-to-month,55.6,580.8,DSL,1,0,0,1.85
4682-BLBUC,0,44,One year,70.95,3250.45,DSL,0,1,1,2.37
4683-WYDOU,0,62,Two year,107.6,6912.7,Fiber optic,0,1,1,3.59
4685-ERGHK,0,57,One year,86.9,4939.25,Fiber optic,0,0,0,2.9
4685-TFLLS,0,18,One year,19.8,342.3,No,0,0,0,0.66
4686-GEFRM,0,70,Two year,98.7,6858.9,Fiber optic,0,1,1,3.29
4686-UXDML,0,21,Month-to-month,99.85,1992.55,Fiber optic,0,0,0,3.33
4690-LLKUA,1,17,Month-to-month,45.05,770.6,DSL,0,0,0,1.5
4690-PKDQG,0,42,Month-to-month,95.55,3930.6,Fiber optic,0,0,1,3.18
4692-NNQRU,0,21,One year,79.2,1742.45,Fiber optic,0,1,1,2.64
4693-VWVBO,0,3,Month-to-month,19.55,61.05,No,0,0,0,0.65
4694-PHWFW,0,8,Month-to-month,19.95,170.9,No,0,0,0,0.66
4695-VADHF,1,18,Month-to-month,57.45,990.85,DSL,0,0,1,1.92
4695-WJZUE,1,2,Month-to-month,88.55,179.25,Fiber optic,0,0,1,2.95
4697-LUPSU,0,2,One year,20.2,34.75,No,0,0,0,0.67
4698-KVLLG,0,51,Two year,19.6,967.9,No,0,0,0,0.65
4700-UBQMV,0,21,One year,75.9,1549.75,DSL,1,0,0,2.53
4701-AHWMW,1,55,Month-to-month,54.55,2978.3,DSL,0,1,1,1.82
4701-LKOZD,0,70,Two year,89.75,6367.2,DSL,1,1,1,2.99
4701-MLJPN,1,31,Month-to-month,55.25,1715.65,DSL,0,1,1,1.84
4702-HDRKD,0,67,One year,49.35,3321.35,DSL,1,1,1,1.64
4702-IOQDC,1,1,Month-to-month,70.1,70.1,Fiber optic,0,0,0,2.34
4703-MQYKT,0,21,Two year,19.6,390.4,No,0,0,0,0.65
4704-ERYFC,1,22,Month-to-month,69.25,1554.0,Fiber optic,0,0,0,2.31
4706-AXVKM,1,11,Month-to-month,84.8,906.85,Fiber optic,0,0,0,2.83
4706-DGAHW,0,1,Month-to-month,45.2,45.2,DSL,0,0,0,1.51
4707-MAXGU,0,72,Two year,25.85,1872.2,No,0,0,0,0.86
4707-YNOQA,0,34,One year,25.6,917.15,No,0,0,0,0.85
4709-LKHYG,0,29,One year,20.0,540.05,No,0,0,0,0.67
4710-FDUIZ,1,56,One year,100.3,5614.45,Fiber optic,0,0,0,3.34
4710-NKCAW,0,5,Month-to-month,64.4,316.9,DSL,1,1,0,2.15
4712-AUQZO,0,18,Month-to-month,33.6,550.35,DSL,1,0,1,1.12
4712-UYOOI,0,20,Month-to-month,20.0,417.65,No,0,0,0,0.67
4713-LZDRV,1,2,Month-to-month,79.6,195.05,Fiber optic,0,0,0,2.65
4713-ZBURT,0,45,Two year,99.7,4634.35,Fiber optic,0,0,1,3.32
4716-HHKQH,0,20,Month-to-month,107.05,2172.05,Fiber optic,0,1,0,3.57
4716-MRVEN,0,29,One year,20.0,599.3,No,0,0,0,0.67
4717-GHADL,0,50,Two year,79.6,4024.2,DSL,0,1,0,2.65
4718-DHSMV,0,11,Month-to-month,35.8,363.15,DSL,0,0,0,1.19
4718-WXBGI,0,72,Two year,91.95,6614.9,DSL,1,1,1,3.06
4719-UMSIY,0,6,Month-to-month,19.65,100.9,No,0,0,0,0.65
4720-VSTSI,1,44,Month-to-month,84.8,3862.55,Fiber optic,0,0,1,2.83
4723-BEGSG,0,72,Two year,86.65,6094.25,DSL,1,1,1,2.89
4724-WXVWF,0,48,Month-to-month,95.4,4445.3,Fiber optic,1,1,0,3.18
4726-DLWQN,0,50,Month-to-month,70.35,3454.6,DSL,1,0,0,2.34
4727-MCYZG,0,1,Month-to-month,55.55,55.55,DSL,0,0,0,1.85
4729-XKASR,1,1,Month-to-month,24.75,24.75,DSL,0,0,0,0.82
4730-AWNAU,0,36,One year,60.7,2234.55,DSL,1,1,1,2.02
4732-RRJZC,0,7,Month-to-month,20.25,144.35,No,0,0,0,0.68
4735-ASGMA,1,26,Month-to-month,98.35,2515.3,Fiber optic,0,0,1,3.28
4735-BJKOU,0,40,Two year,20.15,804.85,No,0,0,0,0.67
4737-AQCPU,0,72,Two year,72.1,5016.65,DSL,1,1,1,2.4
4737-HOBAX,0,63,Two year,79.8,5034.05,DSL,0,1,1,2.66
4741-WWJQZ,0,2,Month-to-month,80.15,194.55,Fiber optic,1,1,0,2.67
4742-DRORA,0,60,One year,95.4,5812.0,Fiber optic,1,0,1,3.18
4742-TXUEX,0,47,Two year,19.3,890.5,No,0,0,0,0.64
4745-LSPLO,1,1,Month-to-month,20.5,20.5,No,0,0,0,0.68
4747-LCAQL,0,25,Month-to-month,79.0,1902.0,DSL,1,1,0,2.63
4749-OJKQU,0,4,Month-to-month,75.65,302.35,Fiber optic,0,0,0,2.52
4749-VFKVB,1,1,Month-to-month,50.1,50.1,DSL,0,0,0,1.67
4750-UKWJK,0,37,One year,19.6,727.8,No,0,0,0,0.65
4750-ZRXIU,1,4,Month-to-month,84.6,360.1,Fiber optic,0,0,0,2.82
4751-ERMAN,0,72,Two year,75.4,5480.25,DSL,0,0,1,2.51
4753-PADAS,0,67,One year,105.7,6816.95,Fiber optic,0,0,1,3.52
4759-PXTAN,0,59,One year,80.1,4693.2,DSL,0,1,0,2.67
4759-TRPLW,1,1,Month-to-month,70.4,70.4,Fiber optic,0,0,0,2.35
4760-THGOT,0,43,Month-to-month,94.1,4107.3,Fiber optic,1,0,0,3.14
4760-XOHVN,1,1,Month-to-month,19.45,19.45,No,0,0,0,0.65
4763-PGDPO,1,4,Month-to-month,70.4,281.0,Fiber optic,0,0,0,2.35
4765-OXPPD,1,9,Month-to-month,65.0,663.05,DSL,1,1,1,2.17
4767-HZZHQ,0,30,Month-to-month,82.05,2570.2,Fiber optic,0,0,1,2.74
4770-QAZXN,0,13,Month-to-month,19.45,232.1,No,0,0,0,0.65
4770-UEZOX,0,2,Month-to-month,74.75,144.8,Fiber optic,0,0,0,2.49
4774-HHGGS,0,30,Two year,19.05,637.55,No,0,0,0,0.64
4776-XSKYQ,0,12,One year,30.25,368.85,DSL,0,1,0,1.01
4778-IZARL,0,63,Two year,110.1,6705.7,Fiber optic,1,1,1,3.67
4779-ZGICK,0,48,Two year,23.55,1173.35,No,0,0,0,0.78
4781-ZXYGU,0,1,Month-to-month,20.15,20.15,No,0,0,0,0.67
4782-OSFXZ,0,71,Two year,82.7,5831.2,DSL,1,1,1,2.76
4785-FCIFB,0,61,Two year,24.4,1417.9,No,0,0,0,0.81
4785-NKHCX,0,5,Month-to-month,20.05,94.15,No,0,0,0,0.67
4785-QRJHC,1,46,One year,59.9,2816.65,DSL,0,1,1,2.0
4786-UKSNZ,1,1,Month-to-month,20.2,20.2,No,0,0,0,0.67
4789-KWMXN,1,47,One year,110.85,5275.8,Fiber optic,1,1,1,3.7
4791-QRGMF,1,59,One year,99.5,5961.1,Fiber optic,0,0,1,3.32
4795-KTRTH,1,5,Month-to-month,81.0,371.65,Fiber optic,0,0,0,2.7
4795-UXVCJ,0,26,One year,19.8,457.3,No,0,0,0,0.66
4795-WRNVT,0,40,Month-to-month,65.1,2586.0,DSL,1,0,0,2.17
4797-AXPXK,1,1,Month-to-month,60.0,60.0,DSL,1,1,0,2.0
4797-MIWUM,0,7,Month-to-month,20.25,174.7,No,0,0,0,0.68
4800-CZMPC,1,48,One year,103.25,5037.55,Fiber optic,1,0,0,3.44
4800-VHZKI,1,1,Month-to-month,19.9,19.9,No,0,0,0,0.66
4801-JZAZL,0,11,Month-to-month,29.6,346.45,DSL,1,0,0,0.99
4801-KFYKL,0,8,Month-to-month,19.45,159.2,No,0,0,0,0.65
4803-AXVYP,1,38,Month-to-month,99.55,3734.25,Fiber optic,0,1,0,3.32
4803-LBYPN,0,34,Month-to-month,20.8,635.9,No,0,0,0,0.69
4804-NCPET,0,19,Two year,20.2,387.4,No,0,0,0,0.67
4806-DXQCE,0,70,Two year,113.65,7714.65,Fiber optic,1,1,1,3.79
4806-HIPDW,1,1,Month-to-month,68.95,68.95,Fiber optic,0,0,0,2.3
4806-KEXQR,1,4,Month-to-month,79.9,324.3,Fiber optic,0,0,0,2.66
4807-IZYOZ,0,51,Two year,20.65,1020.75,No,0,0,0,0.69
4808-YNLEU,0,35,One year,62.15,2215.45,DSL,1,0,0,2.07
4811-JBUVU,0,30,Month-to-month,89.9,2723.15,Fiber optic,0,1,0,3.0
4813-HQMGZ,0,8,Month-to-month,90.25,743.75,Fiber optic,0,1,0,3.01
4815-GBTCD,0,4,Month-to-month,25.15,99.95,DSL,0,0,0,0.84
4815-TUMEQ,0,10,One year,19.3,185.2,No,0,0,0,0.64
4815-YOSUK,0,72,One year,104.9,7537.5,Fiber optic,1,1,1,3.5
4816-JBHOV,1,2,Month-to-month,44.7,93.7,DSL,0,0,0,1.49
4816-LXZYW,1,23,Month-to-month,79.15,1676.95,Fiber optic,0,0,0,2.64
4816-OKWNX,0,50,One year,103.4,5236.4,Fiber optic,0,1,1,3.45
4817-KEQSP,0,71,Two year,19.85,1326.35,No,0,0,0,0.66
4817-QRJSX,1,10,Month-to-month,81.0,818.05,Fiber optic,0,0,0,2.7
4817-VYYWS,1,30,Month-to-month,100.2,2983.8,Fiber optic,0,0,0,3.34
4818-DRBQT,1,29,Month-to-month,80.15,2265.25,Fiber optic,0,0,0,2.67
4818-QIUFN,1,20,Month-to-month,79.15,1520.9,Fiber optic,1,0,0,2.64
4819-HJPIW,0,18,Month-to-month,25.15,476.8,DSL,0,0,0,0.84
4821-SJHJV,0,32,Month-to-month,89.6,2901.8,Fiber optic,1,0,0,2.99
4821-WQOYN,0,72,Two year,20.1,1326.25,No,0,0,0,0.67
4822-LPTYJ,0,72,Two year,103.75,7346.2,Fiber optic,0,0,1,3.46
4822-NGOCH,1,13,Month-to-month,84.45,1058.6,Fiber optic,0,0,1,2.82
4822-RVYBB,1,8,Month-to-month,100.6,819.4,Fiber optic,0,0,1,3.35
4822-YCXMX,1,25,Month-to-month,84.8,2043.45,Fiber optic,0,0,0,2.83
4824-GUCBY,0,22,Month-to-month,81.7,1820.9,Fiber optic,1,0,0,2.72
4825-FUREZ,0,42,Two year,20.25,835.5,No,0,0,0,0.68
4825-XJGDM,0,61,One year,43.7,2696.55,DSL,1,1,1,1.46
4826-DXMUP,0,35,One year,72.1,2495.15,DSL,0,1,0,2.4
4826-TZEVA,0,40,Month-to-month,74.8,2971.7,Fiber optic,0,0,0,2.49
4826-XTSOH,1,1,Month-to-month,86.05,86.05,Fiber optic,0,0,0,2.87
4827-DPADN,0,72,Two year,83.3,6042.7,DSL,1,1,1,2.78
4827-LTQRJ,0,66,One year,110.6,7210.85,Fiber optic,1,1,0,3.69
4827-USJHP,0,20,Month-to-month,51.8,1023.85,DSL,0,0,0,1.73
4828-FAZPK,0,16,Month-to-month,79.95,1267.95,Fiber optic,0,0,0,2.66
4829-AUOAX,1,46,Month-to-month,96.05,4399.5,Fiber optic,0,0,0,3.2
4829-ZLJTK,0,72,Two year,112.4,8046.85,Fiber optic,1,0,1,3.75
4830-FAXFM,0,19,Month-to-month,24.1,439.2,No,0,0,0,0.8
4831-EOBFE,1,29,Month-to-month,94.65,2649.15,Fiber optic,1,0,0,3.16
4832-VRBMR,0,65,One year,103.15,6792.45,Fiber optic,0,0,1,3.44
4833-QTJNO,0,67,Month-to-month,83.85,5588.8,Fiber optic,1,0,0,2.8
4835-YSJMR,0,39,Two year,49.8,1971.15,DSL,0,1,0,1.66
4836-WNFNO,0,72,Two year,25.0,1849.2,No,0,0,0,0.83
4837-PZTIC,0,47,Two year,41.9,1875.25,DSL,1,1,1,1.4
4837-QUSFT,0,65,One year,100.15,6643.5,Fiber optic,1,1,0,3.34
4840-ORQXB,0,56,Month-to-month,104.75,5841.35,Fiber optic,0,0,1,3.49
4844-JJWUY,1,1,Month-to-month,86.0,86.0,Fiber optic,0,0,0,2.87
4846-WHAFZ,1,37,Month-to-month,76.5,2868.15,Fiber optic,0,0,0,2.55
4847-QNOKA,1,1,Month-to-month,44.9,44.9,DSL,0,0,0,1.5
4847-TAJYI,0,6,Month-to-month,89.35,567.8,Fiber optic,0,0,0,2.98
4849-PYRLQ,0,56,Two year,73.25,4054.2,DSL,1,1,1,2.44
4851-BQDNX,0,40,One year,85.05,3355.65,Fiber optic,0,0,1,2.84
4853-OITSN,0,5,Month-to-month,89.15,413.25,Fiber optic,1,0,0,2.97
4853-RULSV,1,70,Two year,104.0,7250.15,Fiber optic,1,1,0,3.47
4854-CIDCF,0,3,Month-to-month,73.85,196.4,Fiber optic,0,0,1,2.46
4854-SSLTN,0,2,Two year,59.5,130.5,DSL,1,1,0,1.98
4855-SNKMY,1,1,Month-to-month,44.1,44.1,DSL,0,0,0,1.47
4859-ZSRDZ,0,58,Two year,55.5,3166.9,DSL,0,1,1,1.85
4860-IJUDE,0,13,Month-to-month,73.75,956.65,Fiber optic,1,0,0,2.46
4860-YZGZM,0,10,Month-to-month,20.0,185.4,No,0,0,0,0.67
4868-AADLV,0,66,One year,116.25,7862.25,Fiber optic,1,1,1,3.88
4869-EPIUS,0,56,One year,80.9,4557.5,Fiber optic,0,0,0,2.7
4871-JTKJF,1,1,Month-to-month,69.65,69.65,Fiber optic,0,0,0,2.32
4872-JCVCA,0,71,Two year,47.6,3377.8,DSL,1,1,1,1.59
4872-VXRIL,0,56,One year,64.65,3665.55,DSL,1,1,0,2.16
4873-ILOLJ,1,24,Month-to-month,90.35,2238.5,Fiber optic,0,0,0,3.01
4877-EVATK,1,1,Month-to-month,20.0,20.0,No,0,0,0,0.67
4877-TSOFF,0,55,One year,75.75,4264.25,DSL,1,1,0,2.52
4878-BUNFV,0,42,Two year,20.7,828.85,No,0,0,0,0.69
4879-GZLFH,0,42,Month-to-month,92.15,3875.4,Fiber optic,0,0,1,3.07
4881-GQJTW,0,14,Month-to-month,19.6,300.4,No,0,0,0,0.65
4881-JVQOD,0,10,Month-to-month,34.55,362.6,DSL,0,0,0,1.15
4883-KCPZJ,0,22,Two year,25.25,555.4,No,0,0,0,0.84
4883-QICIH,1,32,Month-to-month,69.75,2347.9,Fiber optic,0,0,0,2.33
4884-LEVMQ,0,39,Two year,20.45,790.0,No,0,0,0,0.68
4884-TVUQF,0,57,Two year,101.3,5779.6,Fiber optic,1,1,1,3.38
4884-ZTHVF,0,8,Month-to-month,87.1,713.6,Fiber optic,0,0,0,2.9
4890-VMUAV,0,63,One year,71.5,4576.3,DSL,1,1,1,2.38
4891-NLUBA,0,61,Two year,61.45,3751.15,DSL,0,1,1,2.05
4892-VLANZ,1,1,Month-to-month,19.8,19.8,No,0,0,0,0.66
4893-GYUJU,0,50,One year,19.35,1033.0,No,0,0,0,0.64
4895-TMWIR,1,11,Month-to-month,19.95,214.75,No,0,0,0,0.66
4896-CPRPF,0,35,Two year,25.45,809.25,No,0,0,0,0.85
4897-QSUYC,1,1,Month-to-month,20.15,20.15,No,0,0,0,0.67
4900-MSOMT,0,72,Two year,80.2,5714.2,DSL,1,1,1,2.67
4902-OHLSK,1,29,Month-to-month,98.65,2862.75,Fiber optic,0,1,0,3.29
4903-CNOZC,0,29,One year,70.9,1964.6,DSL,0,0,1,2.36
4903-UYAVB,1,5,Month-to-month,19.35,126.05,No,0,0,0,0.64
4905-JEFDW,1,11,One year,41.6,470.6,DSL,0,0,1,1.39
4906-ZHGPK,0,54,One year,70.7,3770.0,DSL,0,1,0,2.36
4908-XAXAY,0,49,One year,89.85,4287.2,Fiber optic,0,0,1,2.99
4909-JOUPP,0,72,Two year,109.7,7898.45,Fiber optic,0,1,1,3.66
4910-AQFFX,1,9,Month-to-month,79.35,661.25,Fiber optic,0,0,1,2.64
4910-GMJOT,1,1,Month-to-month,94.6,94.6,Fiber optic,0,0,0,3.15
4911-BANWH,1,31,Month-to-month,86.55,2697.4,Fiber optic,0,0,0,2.88
4912-PIGUY,0,1,Month-to-month,84.6,84.6,Fiber optic,0,0,0,2.82
4913-EHYUI,1,56,One year,104.55,5794.65,Fiber optic,1,0,1,3.48
4915-BFSXL,0,70,Two year,68.95,4858.7,DSL,1,0,1,2.3
4918-FYJNT,0,55,Month-to-month,90.45,5044.8,Fiber optic,0,1,1,3.02
4918-QLLIW,1,3,Month-to-month,53.4,188.7,DSL,0,0,0,1.78
4919-IKATY,1,5,Month-to-month,84.5,453.75,Fiber optic,1,0,1,2.82
4919-MOAVT,1,3,Month-to-month,69.65,220.1,Fiber optic,0,0,0,2.32
4922-CVPDX,0,26,Two year,73.5,1905.7,DSL,0,0,1,2.45
4923-ADWXJ,0,25,Month-to-month,65.8,1679.65,DSL,0,1,0,2.19
4925-LMHOK,1,15,Month-to-month,58.6,939.7,DSL,0,1,0,1.95
4926-UMJZD,0,31,Month-to-month,49.2,1498.55,DSL,0,1,0,1.64
4927-WWOOZ,0,2,Month-to-month,91.45,171.45,Fiber optic,0,0,1,3.05
4929-BSTRX,1,1,Month-to-month,53.55,53.55,DSL,0,0,0,1.78
4929-ROART,0,18,Month-to-month,56.25,969.85,DSL,1,0,0,1.88
4929-XIHVW,0,2,Month-to-month,95.5,181.65,Fiber optic,0,0,1,3.18
4931-TRZWN,0,13,Month-to-month,71.95,923.85,DSL,1,0,0,2.4
4933-BSAIP,0,40,Two year,19.1,780.1,No,0,0,0,0.64
4933-IKULF,0,17,One year,20.65,330.6,No,0,0,0,0.69
4936-YPJNK,0,10,Month-to-month,19.9,199.45,No,0,0,0,0.66
4937-QPZPO,0,61,One year,99.9,6241.35,Fiber optic,0,0,1,3.33
4939-KYYPY,0,27,Month-to-month,59.45,1611.65,DSL,0,1,1,1.98
4940-KHCWD,0,60,Two year,37.7,2288.7,DSL,1,1,0,1.26
4942-VZZOM,0,64,One year,66.15,4392.5,DSL,1,0,0,2.2
4945-RVMTE,0,28,Month-to-month,59.55,1646.45,DSL,0,0,1,1.98
4946-EDSEW,1,11,Month-to-month,19.25,180.3,No,0,0,0,0.64
4947-DSMXK,0,34,Month-to-month,97.7,3410.0,Fiber optic,0,0,0,3.26
4948-WBBKL,0,36,Month-to-month,74.9,2659.45,Fiber optic,0,0,0,2.5
4950-BDEUX,0,35,Month-to-month,49.2,1701.65,DSL,0,0,1,1.64
4950-HKQTE,0,22,Two year,26.25,605.9,No,0,0,0,0.88
4951-UKAAQ,1,4,Month-to-month,88.95,355.2,Fiber optic,0,0,0,2.97
4952-YSOGZ,1,4,Month-to-month,85.95,381.3,Fiber optic,0,0,0,2.86
4955-VCWBI,0,43,One year,20.0,817.95,No,0,0,0,0.67
4957-SREEC,0,70,Two year,20.35,1458.1,No,0,0,0,0.68
4957-TIALW,0,15,One year,65.6,1010.0,DSL,1,1,1,2.19
4957-TREIR,0,3,Month-to-month,64.4,195.65,DSL,1,1,0,2.15
4958-GZWIY,1,7,Month-to-month,48.7,340.25,DSL,0,0,1,1.62
4958-XCBDQ,1,35,Month-to-month,101.4,3496.3,Fiber optic,0,0,1,3.38
4959-JOSRX,1,2,Month-to-month,44.6,80.55,DSL,0,0,0,1.49
4962-CHQPW,0,29,One year,19.85,535.05,No,0,0,0,0.66
4967-WPNCF,0,72,Two year,63.7,4464.8,DSL,1,1,1,2.12
4971-PUYQO,1,27,Month-to-month,94.55,2724.6,Fiber optic,0,0,0,3.15
4973-MGTON,0,71,Two year,84.4,5969.3,DSL,1,1,1,2.81
4973-RLZVI,0,30,One year,74.65,2308.6,DSL,1,1,1,2.49
4976-LNFVV,0,19,Month-to-month,34.3,577.15,DSL,0,0,1,1.14
4979-HPRFL,0,56,Two year,24.15,1402.25,No,0,0,0,0.8
4980-URKXC,0,36,One year,20.85,720.05,No,0,0,0,0.7
4981-FLTMF,0,57,Month-to-month,65.2,3687.85,DSL,1,1,0,2.17
4983-CCWMC,0,3,Month-to-month,69.6,207.4,Fiber optic,0,0,0,2.32
4983-CLMLV,0,52,Month-to-month,102.7,5138.1,Fiber optic,0,1,0,3.42
4986-MXSFP,0,2,Month-to-month,20.0,40.9,No,0,0,0,0.67
4987-GQWPO,0,17,Month-to-month,25.1,382.8,DSL,0,0,0,0.84
4988-IQIGL,1,1,Month-to-month,75.35,75.35,Fiber optic,0,0,0,2.51
4989-LIXVT,0,68,Month-to-month,95.9,6503.2,Fiber optic,0,0,1,3.2
4990-ALDGW,0,57,Two year,20.75,1118.8,No,0,0,0,0.69
4992-LTJNE,0,72,Two year,55.3,3983.6,DSL,1,0,0,1.84
4993-JCRGJ,0,26,Month-to-month,84.3,2281.6,Fiber optic,0,1,1,2.81
4994-OBRSZ,0,14,Two year,76.1,1054.8,DSL,1,1,1,2.54
4998-IKFSE,0,30,Month-to-month,100.45,3096.9,Fiber optic,0,0,1,3.35
4999-IEZLT,0,66,One year,29.45,1983.15,DSL,0,1,0,0.98
5002-GCQFH,0,49,Month-to-month,93.85,4733.1,Fiber optic,1,0,0,3.13
5003-OKNNK,0,15,One year,20.35,335.95,No,0,0,0,0.68
5003-XZWWO,0,71,Two year,84.2,5956.85,DSL,0,1,1,2.81
5006-MXVRN,0,39,Two year,20.7,762.45,No,0,0,0,0.69
5010-IPEAQ,0,67,Two year,54.2,3623.95,DSL,1,1,1,1.81
5012-YSPJJ,0,31,Month-to-month,54.35,1647.0,DSL,0,1,1,1.81
5013-SBUIH,1,50,Two year,109.65,5551.15,Fiber optic,1,1,0,3.66
5014-GSOUQ,0,13,Two year,19.95,243.65,No,0,0,0,0.66
5014-WUQMG,0,47,One year,96.1,4391.45,Fiber optic,1,0,1,3.2
5016-ETTFF,1,10,Month-to-month,29.5,255.25,DSL,0,0,1,0.98
5016-IBERQ,0,23,Month-to-month,84.25,1968.1,Fiber optic,0,0,1,2.81
5016-LIPDW,0,57,One year,19.4,1061.6,No,0,0,0,0.65
5018-GWURO,0,56,Month-to-month,85.6,4902.8,Fiber optic,0,0,0,2.85
5018-HEKFO,0,10,Month-to-month,24.5,270.15,No,0,0,0,0.82
5018-LXQQG,0,30,Month-to-month,66.3,1923.5,DSL,1,1,0,2.21
5019-GQVCR,0,43,Month-to-month,84.85,3645.6,Fiber optic,0,0,0,2.83
5020-ZSTTY,1,54,One year,82.45,4350.1,DSL,1,1,0,2.75
5022-JNQEQ,0,9,Month-to-month,75.85,647.5,Fiber optic,0,1,0,2.53
5022-KVDQT,0,27,Month-to-month,81.3,2272.8,Fiber optic,0,0,1,2.71
5025-GOOKI,0,20,Month-to-month,18.9,347.65,No,0,0,0,0.63
5027-QPKTE,1,7,Month-to-month,69.35,451.1,Fiber optic,0,0,0,2.31
5027-XWQHA,1,6,Month-to-month,44.75,270.95,DSL,0,0,0,1.49
5027-YOCXN,0,51,One year,110.05,5686.4,Fiber optic,1,1,0,3.67
5028-GZLDO,1,2,Month-to-month,70.7,140.7,Fiber optic,0,0,0,2.36
5028-HTLJB,1,1,Month-to-month,20.05,20.05,No,0,0,0,0.67
5032-MIYKT,0,1,Month-to-month,70.7,70.7,Fiber optic,0,0,0,2.36
5032-USPKF,0,38,One year,84.1,3187.65,DSL,1,0,1,2.8
5035-BVCXS,0,11,Month-to-month,75.9,866.4,Fiber optic,0,0,0,2.53
5035-PGZXH,0,56,One year,106.8,5914.4,Fiber optic,0,0,1,3.56
5038-ETMLM,0,72,Two year,113.65,8182.75,Fiber optic,1,1,1,3.79
5039-LZRQT,0,13,One year,20.2,273.25,No,0,0,0,0.67
5043-TRZWM,0,1,Month-to-month,75.55,75.55,Fiber optic,0,0,1,2.52
5044-LRQAQ,0,7,Month-to-month,69.2,477.55,Fiber optic,0,0,0,2.31
5044-XDPYX,0,51,Two year,25.5,1281.25,No,0,0,0,0.85
5046-NUHWD,0,29,Month-to-month,45.0,1228.65,DSL,1,0,1,1.5
5047-LHVLY,1,1,Month-to-month,50.15,50.15,DSL,0,0,1,1.67
5049-GLYVG,1,1,Month-to-month,20.6,20.6,No,0,0,0,0.69
5049-MUBWG,0,26,One year,75.0,1908.35,DSL,1,1,0,2.5
5052-PNLOS,1,3,Month-to-month,105.35,323.25,Fiber optic,0,0,1,3.51
5054-IEXZT,1,1,Month-to-month,75.35,75.35,Fiber optic,0,0,0,2.51
5055-BRMNE,0,67,Two year,106.7,7009.5,Fiber optic,1,1,0,3.56
5055-MGMGF,0,65,Month-to-month,105.05,6914.95,Fiber optic,1,0,1,3.5
5056-FIMPT,0,43,One year,106.0,4532.3,Fiber optic,1,1,0,3.53
5057-LCOUI,1,39,Month-to-month,50.75,2011.4,DSL,0,0,1,1.69
5057-RKGLH,0,9,Two year,20.35,191.1,No,0,0,0,0.68
